STATION_ID,LAT_DEG,LONG_DEG,YEAR_CONSTRUCTION,WELL_TYPE,WELL_DEPTH,DIVISION,DISTRICT,THANA,UNION,MOUZA,GEOCODE
S98_00701,22.8731,90.7844,1992.0,Shallow HP TW,10.7,Chittagong,Lakshmipur,Lakshmipur Sadar,Shakchar,Char Ramani Mohan,2514385190
S98_00718,23.0194,90.8786,1971.0,Shallow HP TW,12.2,Chittagong,Lakshmipur,Lakshmipur Sadar,Baksipur,Nandigram,2514310666
S98_00724,22.965,90.9597,1995.0,Private HP TW,12.2,Chittagong,Lakshmipur,Lakshmipur Sadar,Uttar Joypur,Chandra Prabhabag,2514395147
S98_00727,22.9253,90.9744,1997.0,Private HP TW,262.1,Chittagong,Lakshmipur,Lakshmipur Sadar,Chandraganj,Ganipur,2514320346
S98_00733,22.8653,90.9372,1993.0,Private HP TW,7.9,Chittagong,Lakshmipur,Lakshmipur Sadar,Kushakhali,Madna,2514355579
S98_00734,22.8525,90.9058,1990.0,Village HP TW,182.9,Chittagong,Lakshmipur,Lakshmipur Sadar,Kushakhali,Farasganj,2514355315
S98_00736,22.8567,90.8642,1991.0,Unicef/DPHE HP TW,7.9,Chittagong,Lakshmipur,Lakshmipur Sadar,Bhabaniganj,Char Monasa,2514315181
S98_00749,22.9322,90.7767,1994.0,Private HP TW,7.9,Chittagong,Lakshmipur,Lakshmipur Sadar,Char Ruhita,Char Ruhita,2514330194
S98_00752,22.9347,90.8294,1992.0,"Urban supply well, DPTW1",318.0,Chittagong,Lakshmipur,Lakshmipur Sadar,Lakshmipur Paurashava,,2514357
S98_00756,22.9414,90.8644,1991.0,Private HP TW,14.0,Chittagong,Lakshmipur,Lakshmipur Sadar,Laharkandi,Athiatali,251436056
S98_00777,23.5331,89.79,1994.0,Private HP TW,26.2,Dhaka,Faridpur,Faridpur Sadar,Kanaipur,Solakunda,3294763931
S98_00781,23.5347,89.8675,1995.0,Private HP TW,32.0,Dhaka,Faridpur,Faridpur Sadar,Greda,Jayar,3294739532
S98_00784,23.5969,89.8769,1968.0,Private HP TW,20.1,Dhaka,Faridpur,Faridpur Sadar,Aliabad,Bhajandanga,329477120
S98_00791,23.6603,89.7639,1978.0,Private HP TW,28.0,Dhaka,Faridpur,Faridpur Sadar,Ishan Gopalpur,Durgapur,3294747367
S98_00796,23.5825,89.8403,1990.0,Campus HP TW,137.2,Dhaka,Faridpur,Faridpur Sadar,Kaijuri,Habeli Rajapur,3294755475
S98_00798,23.5872,89.8133,1988.0,HP TW,213.4,Dhaka,Faridpur,Faridpur Sadar,Faridpur Paurashava,,3294719
S98_00818,23.6669,89.8369,1987.0,Private HP TW,21.9,Dhaka,Faridpur,Faridpur Sadar,Char Madhabdia,Dakshin (S) Decree Char Madabdia,3294723310
S98_00821,23.5753,89.7178,1997.0,Private HP TW,18.3,Dhaka,Faridpur,Faridpur Sadar,Krishnanagar,Bhabukdia,3294771114
S98_00824,23.6139,89.7936,1995.0,Private HP TW,15.8,Dhaka,Faridpur,Faridpur Sadar,Majchar,Dayarampur,3294779316
S98_00829,23.5819,89.835,1994.0,Private HP TW,36.6,Dhaka,Faridpur,Faridpur Sadar,Kaijuri,Habeli Rajapur,3294755475
S98_00854,24.6017,88.2767,1990.0,Tara pump DPHE,34.0,Rajshahi,Nawabganj,Nawabganj Sadar,Nawabganj Paurashava,Paurashava,5706696
S98_00858,24.6403,88.3783,1995.0,Private HP TW,42.7,Rajshahi,Nawabganj,Nawabganj Sadar,Jhilim,Jalahar,5706644471
S98_00871,24.6372,88.2381,1990.0,Private HP TW,29.0,Rajshahi,Nawabganj,Nawabganj Sadar,Baliadanga,Arazi Simultala,570661151
S98_00877,24.6883,88.2633,1987.0,Private HP TW,29.0,Rajshahi,Nawabganj,Nawabganj Sadar,Gobratala,Arunbari,570663356
S98_00881,24.6525,88.3139,1993.0,Private Tara pump,38.1,Rajshahi,Nawabganj,Nawabganj Sadar,Gobratala,Amarak,570663322
S98_00883,24.5736,88.2067,1988.0,Private Tara pump,33.5,Rajshahi,Nawabganj,Nawabganj Sadar,Sundorpur,Kalinagar,5706694494
S98_00890,24.5228,88.2683,1998.0,Private HP TW,19.8,Rajshahi,Nawabganj,Nawabganj Sadar,Debinagar,Debinagar,5706627295
S98_00891,24.5022,88.1817,1994.0,Private HP TW,21.3,Rajshahi,Nawabganj,Nawabganj Sadar,Char Bagadanga,Mal Bagadanga,5706622614
S98_00894,24.4844,88.245,1988.0,Private HP TW,21.3,Rajshahi,Nawabganj,Nawabganj Sadar,Alatuli,Roninagar,570665830
S98_00910,24.6114,88.3478,1986.0,Private Tara pump,41.1,Rajshahi,Nawabganj,Nawabganj Sadar,Jhilim,Pustampur,5706644790
S98_02451,23.642,90.609,1986.0,STW,41.0,Dhaka,Narayanganj,Sonargaon,Aminpur,Aminpur,3670408017
S98_02452,23.723,90.522,1992.0,STW,59.0,Dhaka,Narayanganj,Rupganj,Tarabo,Dighi baraba,3676887347
S98_02453,23.84,90.634,1992.0,STW,36.0,Dhaka,Narayanganj,Araihazar,Satgram,Bara nogaon,3670287118
S98_02454,23.688,90.522,1990.0,STW,66.0,Dhaka,Narayanganj,Shiddirganj,Shiddirganj,Shiddirganj,3678063773
S98_02455,23.667,90.48,1997.0,STW,31.0,Dhaka,Narayanganj,Fatulla,Kutubpur,Deolpara,3672079379
S98_02456,23.812,90.217,1973.0,STW,58.0,Dhaka,Manikganj,Singair,Dhalla,Ulail,3568243944
S98_02457,23.617,90.499,1995.0,STW,62.0,Dhaka,Narayanganj,Narayanganj Sadar,Ward no-05,D.n. road,3675805219
S98_02458,23.615,90.51,1997.0,STW,61.0,Dhaka,Narayanganj,Bandar,Bandar,Bandar,3670615082
S98_02459,23.902,89.986,1998.0,STW,15.0,Dhaka,Manikganj,Manikganj Sadar,Garpara,Panjankhara,3564631250
S98_02460,23.847,89.829,1997.0,STW,52.0,Dhaka,Manikganj,Shibalaya,Ulail,Sibrampur,3567871890
S98_02461,23.968,89.83,1985.0,DTW,82.0,Dhaka,Manikganj,Daulatpur (M),Chakmirpur,Chakmirpur,3561028206
S98_02462,23.771,89.915,1980.0,STW,31.0,Dhaka,Manikganj,Harirampur,Chala,Kalikapur,3562836
S98_02463,23.856,89.939,1980.0,STW,44.0,Dhaka,Manikganj,Ghior,Baniajuri,Baniajuri,3562223111
S98_02464,23.99,90.044,1978.0,HTW,24.0,Dhaka,Manikganj,Saturia,Baliati,Baliati,3567019060
S98_02465,23.919,90.214,1995.0,Tara,65.0,Dhaka,Dhaka,Dhamrai,Dhamrai,Dhamrai,3261435354
S98_02466,23.835,90.261,1984.0,DTW,115.0,Dhaka,Dhaka,Savar,Savar,Dakshin dariapur,3267278296
S98_02467,23.696,90.347,1992.0,STW,43.0,Dhaka,Dhaka,Keraniganj,Basta,Konakhola,3263808641
S98_02468,23.616,90.125,1997.0,STW,60.0,Dhaka,Dhaka,Dohar,Joypara,Joypara,3261810410
S98_02469,23.651,90.132,1994.0,STW,20.0,Dhaka,Dhaka,Nawabganj (Dh),Bandura,Magirkanda,3266220637
S98_02470,22.966,89.479,1985.0,DTW,262.0,Khulna,Khulna,Phultala,Damodarpur,Damodal,4476938331
S98_02471,22.737,89.519,1979.0,DTW,187.0,Khulna,Khulna,Batiaghata,Batiaghata,Hetalburia,4471235059
S98_02472,22.576,89.325,1991.0,STW,49.0,Khulna,Khulna,Paikgachha,Soladana,Paikgachha,4476489772
S98_02473,22.811,89.038,1985.0,STW,34.0,Khulna,Satkhira,Satkhira Sadar,Jhaodanga,Jhaodanga,4878267401
S98_02474,22.932,89.668,1994.0,STW,26.0,Khulna,Khulna,Terokhada,Terokhada,Terokhada,4479481994
S98_02475,22.576,89.499,,STW,41.0,Khulna,Khulna,Dacope,Chalna,Baraikhal,4471731119
S98_02476,22.8,89.645,1987.0,DTW,131.0,Khulna,Khulna,Rupsa,T.S Bahirdia,Taltala,4477581949
S98_02477,22.837,89.55,1986.0,DTW,312.0,Khulna,Khulna,Khulna Metro,Ward-10,Khalispur,4476310250
S98_02478,22.887,89.535,1997.0,DTW,282.0,Khulna,Khulna,Dighalia,Dighalia,Dighalia,4474057379
S98_02479,22.871,89.508,1979.0,STW,60.0,Khulna,Khulna,Dighalia,Deana,Arunghat,4474047047
S98_02480,22.819,89.421,1997.0,STW,59.0,Khulna,Khulna,Dumuria,Dumuria,Arzi Dumuria,4473039834
S98_02481,22.778,89.706,1994.0,STW,39.0,Khulna,Bagerhat,Fakirhat,Bahirdia Mansa,Attaka,4013410014
S98_02482,22.52,89.021,1975.0,STW,20.0,Khulna,Satkhira,Kaliganj (S),Nalta,Nalta,4874779679
S98_02483,22.639,89.041,1991.0,STW,39.0,Khulna,Satkhira,Debhata,Kulia,Kulia,4872531634
S98_02484,22.824,89.748,1995.0,STW,34.0,Khulna,Bagerhat,Mollahat,Gaola,Gaola,4015647365
S98_02485,22.546,89.652,1990.0,STW,26.0,Khulna,Bagerhat,Rampal,Perikhali,Perikhali,4017371766
S98_02486,23.373,89.371,1986.0,DTW,115.0,Khulna,Magura,Shalikha,Arpara,Arpara,4558511049
S98_02487,22.86,89.04,1984.0,STW,39.0,Khulna,Satkhira,Kalaroa,Helatola,Tulshidanga,4874323986
S98_02488,22.343,89.112,1997.0,STW,13.0,Khulna,Satkhira,Shyamnagar,Shyamnagar,Nakipur majat,4878694734
S98_02489,22.75,89.259,1980.0,STW,22.0,Khulna,Satkhira,Tala,Tala,Baraihati,4879087112
S98_02490,22.538,89.24,1975.0,STW,56.0,Khulna,Satkhira,Assasuni,Baradal,Baradal,4870425107
S98_02491,22.763,89.855,1994.0,STW,45.0,Khulna,Bagerhat,Chitalmari,Santospur,Santoshpur,4011463884
S98_02492,22.565,89.845,1985.0,STW,20.0,Khulna,Bagerhat,Morrelganj,Teligati,Chapri,4016095273
S98_02493,22.311,89.846,1992.0,STW,10.0,Khulna,Bagerhat,Sarankhola,Khontakata,Amragachia,4017738090
S98_02494,22.642,89.814,1996.0,STW,20.0,Khulna,Bagerhat,Bagerhat Sadar,Bemarta,Chaitali,4010825252
S98_02495,23.402,89.602,1984.0,DTW,98.0,Khulna,Magura,Mohammadpur (M),Mohammadpur,Mohammadpur,4556652615
S98_02496,23.17,89.042,1973.0,STW,45.0,Khulna,Jessore,Jhikargachha,Magura,Mohammadpur,4412353608
S98_02497,23.042,89.391,1979.0,STW,50.0,Khulna,Jessore,Abhaynagar,Paurashava,Noapara,4410431718
S98_02498,23.27,89.246,1982.0,STW,51.0,Khulna,Jessore,Jessore Sadar,Labutala,Khajura,4414777568
S98_02499,23.419,88.821,1984.0,DTW,94.0,Khulna,Chuadanga,Jiban Nagar,Jiban Nagar,Jiban Nagar,4185557341
S98_02500,23.399,88.977,1986.0,STW,44.0,Khulna,Jhenaidah,Kotchandpur,Baluhar,Baluhar,4444213159
S98_02501,23.734,89.208,1996.0,Tara,47.0,Khulna,Jhenaidah,Shailkupa,Kancherkol,Kancherkol,4448056505
S98_02502,23.611,89.021,1996.0,STW,39.0,Khulna,Jhenaidah,Harinakunda,Daulatpur,Parbatpur,4441431723
S98_02503,23.863,89.244,1991.0,Tara,40.0,Khulna,Kushtia,Kumarkhali,"Paurashova, W04",Durgapur,4507170273
S98_02504,22.722,89.847,1997.0,STW,18.0,Khulna,Bagerhat,Kachua (B),Dhopakhali,Kamarghati,4013828543
S98_02505,22.55,89.59,1996.0,STW,18.0,Khulna,Bagerhat,Mongla,Buridanga,Bidyarbaondiraj,4015827216
S98_02506,23.121,89.649,1974.0,STW,50.0,Khulna,Narail,Lohagara (N),Dighalia,Dighalia,4655207287
S98_02507,23.589,89.397,1978.0,STW,50.0,Khulna,Magura,Sreepur (M),Sreepur,Madanpur,4559584563
S98_02508,24.009,88.876,1998.0,Tara,100.0,Khulna,Kushtia,Daulatpur (Ku),Daulatpur,Daulatpur,4503933337
S98_02509,23.769,89.256,1989.0,STW,39.0,Khulna,Kushtia,Khoksa,Khoksa,Bhabanipur,4506347138
S98_02510,24.018,89.007,1989.0,STW,39.0,Khulna,Kushtia,Bheramara,Bahirchar,Bahirchar west,4501527094
S98_02511,23.07,89.559,1998.0,STW,63.0,Khulna,Narail,Kalia,Chanchari,Banagram,4652831146
S98_02512,23.12,88.974,1963.0,STW,22.0,Khulna,Jessore,Sharsha,Nizampur,Amtala,4419069014
S98_02513,22.906,89.216,1985.0,STW,49.0,Khulna,Jessore,Keshabpur,Keshabpur,Altapol,4413828014
S98_02514,23.603,88.774,1996.0,STW,40.0,Khulna,Chuadanga,Damurhuda,Damurhuda,Dasami,4183111318
S98_02515,23.678,88.869,1983.0,STW,39.0,Khulna,Chuadanga,Chuadanga Sadar,Mominpur,Boalmari,4182359211
S98_02516,23.781,88.734,1994.0,STW,39.0,Khulna,Meherpur,Gangni,Dhankhola,Chitla,4574721328
S98_02517,23.404,89.221,1997.0,STW,49.0,Khulna,Jhenaidah,Kaliganj (J),Kola,Khalkula,4443347528
S98_02518,23.181,89.543,1969.0,STW,54.0,Khulna,Narail,Narail Sadar,Auria,Taltala,4657606928
S98_02519,23.26,89.024,1993.0,DTW,118.0,Khulna,Jessore,Chaugachha,Chaugachha,Chaugachha,4411108246
S98_02520,22.963,89.23,1993.0,STW,67.0,Khulna,Jessore,Manirampur,Shyamkur,Aminpur,4416194012
S98_02521,23.222,89.408,1984.0,STW,50.0,Khulna,Jessore,Bagher Para,Dohakula,Mamudanipur,4410947669
S98_02522,23.76,88.942,1982.0,DTW,82.0,Khulna,Chuadanga,Alamdanga,Paurashava W01,Gobindapur,4180767510
S98_02523,23.352,88.918,1995.0,DTW,123.0,Khulna,Jhenaidah,Moheshpur,Pourasava w02,Moheshpur,4447159663
S98_02524,23.659,88.62,1979.0,STW,39.0,Khulna,Meherpur,Meherpur Sadar,Paurashava W07,Meherpur,4578772
S98_02525,23.476,89.146,1996.0,Tara,47.0,Khulna,Jhenaidah,Jhenaidah Sadar,Maharajpur,Bishykhali,4441958181
S98_02526,23.93,89.083,1994.0,Tara,37.0,Khulna,Kushtia,Kushtia Sadar,Barakhada,Barakhada,4507925119
S98_02527,22.35,90.579,1992.0,DTW,283.0,Barisal,Patuakhali,Dashmina,Baharampur,Baharampur,1785221076
S98_02528,22.97,90.159,1995.0,DTW,237.0,Barisal,Barisal,Agailjhara,Bakal,Manasi phulasri,1060215588
S98_02529,22.414,90.566,1994.0,DTW,322.0,Barisal,Patuakhali,Bauphal,Daspara,Daspara,1783835445
S98_02530,22.358,90.342,1998.0,HTW,17.0,Barisal,Patuakhali,Patuakhali Sadar,Paurashava w03,Thanapara,1789575710
S98_02531,22.041,89.972,1997.0,STW,12.0,Barisal,Barguna,Patharghata,Patharghata,Patharghata,1048571841
S98_02532,22.626,90.061,1990.0,DTW,256.0,Barisal,Pirojpur,Kawkhali,Kawkhali,Uzialkhan,1794747994
S98_02533,22.359,90.216,1995.0,DTW,299.0,Barisal,Patuakhali,Mirzaganj,Deuli SubidkhaIi,Pas. Subidkhali,1787627760
S98_02534,21.951,90.183,1990.0,DTW,299.0,Barisal,Patuakhali,Kalapara,Nilganj,Pakhimara,1786671952
S98_02535,21.982,90.088,1980.0,DTW,306.0,Barisal,Barguna,Amtali,Barabagi,Barabagi,1040939085
S98_02536,22.416,90.166,1995.0,DTW,289.0,Barisal,Barguna,Betagi,Betagi,Betagi,1044711151
S98_02537,23.076,90.436,1978.0,STW,35.0,Dhaka,Shariatpur,Gosairhat,Idilpur,Dhipur,3863635460
S98_02538,22.257,90.416,1996.0,DTW,300.0,Barisal,Patuakhali,Galachipa,Chiknikandi,Khadijoar,1785750573
S98_02539,22.172,90.092,1995.0,DTW,302.0,Barisal,Barguna,Barguna Sadar,Badarkhali,Kumrakhali,1042819638
S98_02540,22.308,90.096,1984.0,DTW,285.0,Barisal,Barguna,Bamna,Bamna,Shafipur,1041923943
S98_02541,22.488,90.067,1996.0,STW,22.0,Barisal,Pirojpur,Bhandaria,Bhandaria,Lakshmipura,1791411537
S98_02542,22.516,89.996,1994.0,STW,15.0,Barisal,Pirojpur,Indurkani,Parerhat,Hognabunia,1793843582
S98_02543,22.568,90.148,1979.0,STW,12.0,Barisal,Jhalakati,Rajapur,Rajapur,Rajapur,1428454842
S98_02544,22.647,90.231,1996.0,STW,15.0,Barisal,Jhalakati,Nalchity,Nathullabad,Lakshankati,1427363537
S98_02545,22.639,90.18,1992.0,DTW,306.0,Barisal,Jhalakati,Jhalakati Sadar,Gabkhan Dhansiri,Gabkhan,1424028357
S98_02546,22.402,90.127,1995.0,STW,13.0,Barisal,Jhalakati,Kathalia,Kathalia,Kathalia,1424363529
S98_02547,23.138,90.444,1984.0,STW,63.0,Dhaka,Shariatpur,Damudya,Damudya,Dahshin Damudya,3862511331
S98_02548,23.229,90.533,1995.0,STW,27.0,Dhaka,Shariatpur,Bhedarganj,Sakhipura,Char Sakipura,3861486273
S98_02549,23.2,90.469,1993.0,STW,33.0,Dhaka,Shariatpur,Bhedarganj,Rambhadrapur,Koraltali,3861477601
S98_02550,23.301,90.409,1989.0,STW,39.0,Dhaka,Shariatpur,Naria,Naria,Naria,3866575759
S98_02551,22.906,89.899,1995.0,STW,14.0,Dhaka,Gopalganj,Tungipara,Patgati,Tungipara,3359176972
S98_02552,23.144,89.763,1990.0,STW,39.0,Dhaka,Gopalganj,Kashiani,Fukura,Fukura,3354313744
S98_02553,23.186,90.339,1988.0,DTW,246.0,Dhaka,Shariatpur,Palong,Paurashava W03,Dharuka,3866995487
S98_02554,22.987,90.006,1990.0,STW,29.0,Dhaka,Gopalganj,Kotalipara,Ghagor,Mokshakotali,3355123636
S98_02555,23.317,89.871,1998.0,DTW,281.0,Dhaka,Gopalganj,Muksudpur,Tengrakhola,Gopinathpur,3355889392
S98_02556,23.298,89.701,1993.0,STW,58.0,Dhaka,Faridpur,Alfadanga,Buraich,Buraich,3290331193
S98_02557,23.327,89.71,1997.0,STW,20.0,Dhaka,Faridpur,Boalmari,Shekhar,Maitkumra,3291873640
S98_02558,23.387,89.984,1997.0,STW,82.0,Dhaka,Faridpur,Bhanga,Bhanga,Hasamdia,3291023417
S98_02559,23.698,89.719,1978.0,STW,29.0,Dhaka,Rajbari,Rajbari Sadar,Kharkharapur,C.Kharkharapur,3827643277
S98_02560,23.331,90.324,1984.0,STW,21.0,Dhaka,Shariatpur,Zanjira,Zanjira,Hariasa,3869494467
S98_02561,22.994,89.816,1980.0,STW,22.0,Dhaka,Gopalganj,Gopalganj Sadar,Paurashava W03,Court bankpara,3353238199
S98_02562,23.472,90.029,1978.0,STW,38.0,Dhaka,Faridpur,Sadarpur,Sadarpur,Satararashi,3298485833
S98_02563,23.795,89.421,1994.0,STW,56.0,Dhaka,Rajbari,Pangsha,Pangsha,Narayanpur,3827375729
S98_02564,23.481,89.498,1974.0,STW,58.0,Dhaka,Faridpur,Madhukhali,Kamarkhali,Char Pukhuria,3295642245
S98_02565,23.419,89.897,1978.0,STW,34.0,Dhaka,Faridpur,Nagarkanda,Nagarkanda,Goagjagdia,3296267303
S98_02566,23.554,89.934,1996.0,STW,26.0,Dhaka,Faridpur,Char Bhadrasan,Gazirtek,Char Ajdoya,3292176035
S98_02567,22.808,90.306,1965.0,DTW,253.0,Barisal,Barisal,Babuganj,Rahmatpur,Khapura,1060381548
S98_02568,24.82,88.225,1988.0,Tara,39.0,Rajshahi,Nawabganj,Bholahat,Jambaria,Chata jambaria,5701875287
S98_02569,24.821,88.144,1994.0,STW,33.0,Rajshahi,Nawabganj,Shibganj (N),Shahbazpur,Pirozpur,5708877693
S98_02570,24.688,88.45,1994.0,Tara,45.0,Rajshahi,Nawabganj,Nachole,Nizampur,Bakail,5705676108
S98_02571,24.755,88.304,1990.0,STW,31.0,Rajshahi,Nawabganj,Gomastapur,Gomastapur,Chak pustum,5703752257
S98_02572,24.468,88.322,1996.0,Tara,32.0,Rajshahi,Rajshahi,Godagari,Paurashava,Bhagabantapur,5813438150
S98_02573,24.553,88.583,1982.0,STW,30.0,Rajshahi,Rajshahi,Tanore,Saranjai,Burag,5819467211
S98_02574,24.361,88.706,1993.0,STW,32.0,Rajshahi,Rajshahi,Puthia,Belpukuna,Bhangra,5818227155
S98_02575,24.511,88.625,1992.0,Tara,38.0,Rajshahi,Rajshahi,Mohanpur,Maugachhi,Maugachhi,5815367679
S98_02576,24.367,88.687,1996.0,STW,33.0,Rajshahi,Rajshahi,Paba,Harian,Emadpur,5817239309
S98_02577,24.299,88.966,1985.0,STW,36.0,Rajshahi,Natore,Bagatipara,Bagatipara,Parabaria,5690919845
S98_02578,24.202,88.999,1985.0,STW,41.0,Rajshahi,Natore,Lalpur,Gopalpur,Baidynathpur,5694457078
S98_02579,24.319,89.192,1992.0,STW,39.0,Rajshahi,Natore,Baraigram,Baraigram,Manikpur,5691515
S98_02580,24.368,89.237,1995.0,Tara,36.0,Rajshahi,Natore,Gurudaspur,Paurashava,Khamarnaskoir,5694154612
S98_02581,24.37,89.054,1975.0,STW,34.0,Rajshahi,Natore,Natore Sadar,Lakshmipur khol.,Hybatpur,5696365480
S98_02582,24.225,89.296,1991.0,Tara,42.0,Rajshahi,Pabna,Chatmohar,Chatmohar,Chatmohar,5762217254
S98_02583,24.087,89.227,1989.0,Tara,14.0,Rajshahi,Pabna,Atgharia,Debottar,Debottar,5760531259
S98_02584,24.072,89.626,1995.0,Tara,26.0,Rajshahi,Pabna,Bera,Paurashava,Hatigara,5761610469
S98_02585,24.159,89.448,1989.0,Tara,39.0,Rajshahi,Pabna,Faridpur,Banwarinagar,Khalisadaha,5763310585
S98_02586,24.218,89.396,1996.0,Tara,39.0,Rajshahi,Pabna,Bhangura,Bhangura,Chaubaria,5761931203
S98_02587,24.028,89.251,1975.0,STW,31.0,Rajshahi,Pabna,Pabna Sadar,Malanchi,Singa,5765569939
S98_02588,24.16,89.026,1995.0,STW,24.0,Rajshahi,Pabna,Ishwardi,Sara,Alambaria,5763984029
S98_02589,23.614,91.102,1984.0,DTW,125.0,Chittagong,Comilla,Brahmanpara,Brahmanpara,Prahmanpara,2191518159
S98_02590,23.536,90.716,1989.0,STW,25.0,Chittagong,Comilla,Daudkandi,D. Daudkandi,D. Daudkandi,2193625338
S98_02591,23.489,91.007,1984.0,DTW,125.0,Chittagong,Comilla,Chandina,Pasc. Chandina,Casc. Chandina,2192747213
S98_02592,23.713,90.878,1987.0,STW,24.0,Chittagong,Comilla,Muradnagar,U. Ramchandrapur,B. Ramchandrapur,2198185058
S98_02593,23.18,91.244,1993.0,STW,23.0,Chittagong,Comilla,Nangalkot,Roykot,Joykot,2198786461
S98_02594,23.207,90.688,1990.0,STW,20.0,Chittagong,Chandpur,Chandpur Sadar,Baghadi,Baghadi,2132222037
S98_02595,23.553,91.128,1982.0,STW,35.0,Chittagong,Comilla,Burichang,Purba Burichang,Burba Burichang,2191831072
S98_02596,23.702,91.047,1998.0,STW,30.0,Chittagong,Comilla,Debidwar,U. Barashalghar,I. Barashalghar,2194005486
S98_02597,23.225,91.317,1995.0,STW,30.0,Chittagong,Comilla,Chauddagram,Chauddagram,Bhauddagram,2193123066
S98_02598,23.682,90.784,1985.0,STW,25.0,Chittagong,Comilla,Homna,Uttar Homna,Httar homna,2195466412
S98_02599,23.235,91.117,1994.0,DTW,98.0,Chittagong,Comilla,Laksam,Paurashava W02,Paurashava W02,2197210725
S98_02600,23.425,91.134,1996.0,Tara,49.0,Chittagong,Comilla,Comilla Sadar,Bijoypur,Sijoypur,2196721819
S98_02601,23.34,90.89,1979.0,DTW,98.0,Chittagong,Chandpur,Kachua (C),Kadla,Koa,2135855533
S98_02602,23.432,90.604,1981.0,STW,25.0,Chittagong,Chandpur,Matlab,Sangarchar,Sikirchar,2137669912
S98_02603,23.136,90.746,1998.0,DTW,251.0,Chittagong,Chandpur,Faridganj,Uttar Faridganj,Faridganj,2134529387
S98_02604,23.097,90.86,1997.0,DTW,282.0,Chittagong,Lakshmipur,Ramganj,Sonapur,Angarpara,2516595052
S98_02605,23.391,91.101,1990.0,STW,34.0,Chittagong,Comilla,Barura,Daks. Bhabanipur,Paks. Bhabanipur,2190925814
S98_02606,23.25,90.878,1984.0,DTW,98.0,Chittagong,Chandpur,Hajiganj,Paurashava W03,Kangais,2134908268
S98_02607,23.086,90.644,1998.0,DTW,221.0,Chittagong,Chandpur,Haimchar,Nilkamal,Char Saladi,2134771037
S98_02608,22.651,90.92,1997.0,DTW,308.0,Chittagong,Lakshmipur,Ramgati,Char Alexander,Char Alexander,2517323138
S98_02609,23.031,90.694,1997.0,STW,14.0,Chittagong,Lakshmipur,Raipur (L),Char Ababil,Pangashia,2515823832
S98_02610,22.381,90.686,1993.0,DTW,330.0,Barisal,Bhola,Lalmohan,Badarpur,Badarpur,1095409107
S98_02611,22.829,91.094,1995.0,STW,14.0,Chittagong,Noakhali,Noakhali Sadar,Binodpur,Pas.badaripur,2758715922
S98_02612,23.191,90.958,1985.0,STW,23.0,Chittagong,Chandpur,Shahrasti,Uttar Suchipara,Suchipara,2139585935
S98_02613,22.87,91.276,1995.0,STW,9.0,Chittagong,Noakhali,Companiganj (N),Char kakra,Charkakra,2752135710
S98_02614,23.039,91.52,1988.0,DTW,244.0,Chittagong,Feni,Chhagalnaiya,Chhagalnaiya,Pa.chhagalnaiya,2301428699
S98_02615,22.413,90.851,1979.0,DTW,285.0,Barisal,Bhola,Tazumuddin,Chandpur,Shashiganj,1099157847
S98_02616,22.945,91.06,1992.0,STW,14.0,Chittagong,Noakhali,Begumganj,Jirtali,Jirtali,2750756933
S98_02617,23.061,90.969,1984.0,STW,14.0,Chittagong,Noakhali,Chatkhil,Chatkhil,Chatkhil,2751019171
S98_02618,22.879,91.235,1986.0,DTW,292.0,Chittagong,Noakhali,Senbagh,Kadra,Kadra,2758057462
S98_02619,23.029,91.404,1992.0,STW,18.0,Chittagong,Feni,Feni Sadar,Dharmapur,Sultanpur,2302921897
S98_02620,23.188,91.435,1985.0,STW,22.0,Chittagong,Feni,Parshuram,Chithalia,Chithalia,2305123144
S98_02621,22.958,91.289,1980.0,STW,15.0,Chittagong,Feni,Daganbhuiyan,Purba chandrapur,Purba chandrapur,2302569748
S98_02622,21.971,91.955,1996.0,DTW,203.0,Chittagong,Chittagong,Banshkhali,Chambal,Pas.chambal,2150818815
S98_02623,22.343,91.804,1970.0,DTW,184.0,Chittagong,Chittagong,Double Mooring,SMA W24,Mansurabad,2152815080
S98_02624,22.349,91.837,1997.0,STW,52.0,Chittagong,Chittagong,Kotwali (C),SMA W25,Dewan bazar,2154115497
S98_02625,23.067,91.4353,1995.0,STW,33.0,Chittagong,Feni,Fulgazi,Anandapur,Hasanpur,2303327346
S98_02626,22.936,91.376,1994.0,STW,20.0,Chittagong,Feni,Sonagazi,Char majlishpur,Bishnupur,2309447155
S98_02627,22.228,91.902,1988.0,STW,44.0,Chittagong,Chittagong,Anowara,Anowara,Anowara,2150409026
S98_02628,22.361,91.804,1980.0,STW,52.0,Chittagong,Chittagong,Pahartali,SMA W23,Wireless colony,2155515976
S98_02629,22.29,91.783,1992.0,STW,21.0,Chittagong,Chittagong,Chittagong Port,SMA W39,Dahshin halishar,2152015161
S98_02630,21.619,92.069,1993.0,DTW,197.0,Chittagong,Cox's Bazar,Chakaria,Khuntakhali,Khuntakhali,2221667535
S98_02631,21.247,92.138,1981.0,DTW,164.0,Chittagong,Cox's Bazar,Ukhia,Rajapalong,Uhalapalong,2229447841
S98_02632,21.521,91.97,1990.0,STW,20.0,Chittagong,Cox's Bazar,Maheshkhali,Gorakghata,Gorakghata,2224935288
S98_02633,22.368,91.843,1998.0,STW,64.0,Chittagong,Chittagong,Panchlaish,SMA W11,Sulok bazar,2155715995
