STATION_ID,LAT_DEG,LONG_DEG,YEAR_CONSTRUCTION,WELL_TYPE,WELL_DEPTH,DIVISION,DISTRICT,THANA,UNION,MOUZA,GEOCODE
S98_04415,21.657,92.075,1998.0,STW,46.0,Chittagong,Cox's Bazar,Chakaria,Dulahazana,Dulahazana,2221633290
S98_04416,21.722,92.084,1997.0,STW,33.0,Chittagong,Cox's Bazar,Chakaria,Fasiakhali,Fasiakhali,2221644321
S98_04417,21.753,92.07,1993.0,DTW,248.0,Chittagong,Cox's Bazar,Chakaria,Chiringa,Chiringa,2221627244
S98_04418,21.753,92.07,1992.0,STW,22.0,Chittagong,Cox's Bazar,Chakaria,Chiringa,Chiringa,2221627244
S98_04419,21.807,92.027,1992.0,STW,66.0,Chittagong,Cox's Bazar,Chakaria,Baraitala,Pahanchanda,2221616712
S98_04420,21.82,91.993,1992.0,DTW,243.0,Chittagong,Cox's Bazar,Chakaria,Pekua,Meherram,2221683658
S98_04421,21.843,91.987,1995.0,STW,72.0,Chittagong,Cox's Bazar,Chakaria,Barabakia,Barabakia,2221611076
S98_04422,21.248,92.137,1988.0,STW,29.0,Chittagong,Cox's Bazar,Ukhia,Raja palong,Uhala palong,2229447841
S98_04423,21.276,92.104,1995.0,STW,25.0,Chittagong,Cox's Bazar,Ukhia,Ratna palong,Ratna palong,2229463612
S98_04424,21.192,92.169,1993.0,STW,14.0,Chittagong,Cox's Bazar,Ukhia,Palongkhali,Ukhiarghat,2229479994
S98_04425,21.146,92.148,1994.0,STW,20.0,Chittagong,Cox's Bazar,Ukhia,Palongkhali,Palongkhali,2229479459
S98_04426,21.284,92.069,1990.0,STW,20.0,Chittagong,Cox's Bazar,Ukhia,Jalia palong,Jalia palong,2229431229
S98_04427,21.234,92.048,1985.0,STW,9.0,Chittagong,Cox's Bazar,Ukhia,Jalia palong,Inani,2229431153
S98_04428,21.298,92.098,1995.0,STW,13.0,Chittagong,Cox's Bazar,Ukhia,Haladia palong,Rumgha palong,2229415765
S98_04429,21.567,91.926,1995.0,STW,23.0,Chittagong,Cox's Bazar,Maheshkhali,Hoanac,Panirchhora,2224947834
S98_04430,21.633,91.924,1997.0,DTW,270.0,Chittagong,Cox's Bazar,Maheshkhali,Hoanak,Hariarchhara,2224947355
S98_04431,21.633,91.924,1994.0,STW,15.0,Chittagong,Cox's Bazar,Maheshkhali,Hoanak,Hariarchhara,2224947353
S98_04432,21.603,91.923,1991.0,STW,41.0,Chittagong,Cox's Bazar,Maheshkhali,Hoanak,Hoanak,2224947417
S98_04433,21.538,91.937,1993.0,STW,28.0,Chittagong,Cox's Bazar,Maheshkhali,Bara maheshkhali,Fakiraghona,2224911224
S98_04434,21.427,92.083,1993.0,STW,80.0,Chittagong,Cox's Bazar,Ramu,Joarianala,Chakmarkil,2226638051
S98_04435,21.409,92.056,1993.0,STW,43.0,Chittagong,Cox's Bazar,Ramu,Dak.mithachari,Dak.mithachari,2226685102
S98_04436,21.325,92.085,1996.0,Tara,64.0,Chittagong,Cox's Bazar,Ramu,Khumiapalong,Dhoapalong,2226657204
S98_04437,21.408,92.109,1997.0,DTW,97.0,Chittagong,Cox's Bazar,Ramu,Rajarkul,Rajarkul,2226676841
S98_04438,21.428,92.121,1995.0,STW,20.0,Chittagong,Cox's Bazar,Ramu,Kavarkho,Lal ukhiarghona,2226666637
S98_04439,21.441,92.193,1982.0,STW,59.0,Chittagong,Cox's Bazar,Ramu,Kachhapia,Kachhapia,2226647561
S98_04440,21.473,92.098,1997.0,DTW,115.0,Chittagong,Cox's Bazar,Ramu,Joariahala,Joariahala,2226638357
S98_04441,20.769,92.326,1994.0,STW,7.0,Chittagong,Cox's Bazar,Teknaf,Sabrang,Shah pradwip,2229047663
S98_04443,21.014,92.246,1992.0,STW,34.0,Chittagong,Cox's Bazar,Teknaf,Nhila,Dakshin nhila,2229031165
S98_04444,21.042,92.237,1992.0,DTW,197.0,Chittagong,Cox's Bazar,Teknaf,Whykong,Maddhya nhila,2229079331
S98_04445,21.072,92.224,1992.0,DTW,203.0,Chittagong,Cox's Bazar,Teknaf,Whykong,Uttar nhila,2229079912
S98_04446,21.091,92.213,1992.0,STW,28.0,Chittagong,Cox's Bazar,Teknaf,Whykong,Uttar nhila,2229079912
S98_04447,21.448,92.035,1996.0,STW,48.0,Chittagong,Cox's Bazar,Cox's Bazar Sadar,P.machhukhali,P. machhukhali,2222471837
S98_04448,21.487,92.044,1997.0,DTW,212.0,Chittagong,Cox's Bazar,Cox's Bazar Sadar,Bharuakhali,Bharuakhali,2222405052
S98_04449,21.556,92.062,1995.0,STW,48.0,Chittagong,Cox's Bazar,Cox's Bazar Sadar,Idgaon,Idgaon,2222435471
S98_04450,21.573,92.072,1997.0,DTW,231.0,Chittagong,Cox's Bazar,Cox's Bazar Sadar,Idgaon,Galalia,2222435314
S98_04451,21.442,91.971,1989.0,STW,7.0,Chittagong,Cox's Bazar,Cox's Bazar Sadar,Paurashava w01,Forest colony,2222403961
S98_04452,21.442,91.971,1978.0,DTW,90.0,Chittagong,Cox's Bazar,Cox's Bazar Sadar,Paurashava w01,Forest colony,2222403361
S98_04453,22.668,91.624,1988.0,STW,13.0,Chittagong,Chittagong,Sitakunda,Bariyadala,Uttar teriail,2158628980
S98_04454,22.602,91.652,1994.0,DTW,140.0,Chittagong,Chittagong,Sitakunda,Muradpur,Muradpur,2158652772
S98_04455,22.574,91.68,1974.0,STW,10.0,Chittagong,Chittagong,Sitakunda,Barabkunda,Nayakhali,2158619801
S98_04456,22.546,91.684,1995.0,STW,17.0,Chittagong,Chittagong,Sitakunda,Banshbaria,Banshbaria,2158609089
S98_04457,22.511,91.712,1991.0,STW,7.0,Chittagong,Chittagong,Sitakunda,Kumira,Uttar sonaichara,2158647965
S98_04458,22.425,91.749,1995.0,STW,19.0,Chittagong,Chittagong,Sitakunda,Bhatiari,Bhatiari,2158638133
S98_04459,22.402,91.753,1993.0,STW,20.0,Chittagong,Chittagong,Sitakunda,Salimpur,Uttar chhilim,2158666920
S98_04461,22.714,91.608,1989.0,STW,8.0,Chittagong,Chittagong,Mirsharai,Wahedpur,Chatta kamalaha,2155389195
S98_04462,22.739,91.565,1970.0,STW,7.0,Chittagong,Chittagong,Mirsharai,Maghadia,Maghadia,2155371502
S98_04463,22.818,91.553,1979.0,STW,16.0,Chittagong,Chittagong,Mirsharai,Durgapur,Durgapur,2155311270
S98_04464,22.927,91.555,1993.0,DTW,201.0,Chittagong,Chittagong,Mirsharai,Karerhat,Chattarua,2155335185
S98_04465,22.928,91.554,1994.0,STW,22.0,Chittagong,Chittagong,Mirsharai,Karerhat,Chattarua,2155335185
S98_04466,22.893,91.504,1985.0,STW,22.0,Chittagong,Chittagong,Mirsharai,Dhum,Dhum,2155305251
S99_01545,23.7497,90.3888,,DTW,200.0,Dhaka,Dhaka,Dhaka,,,3260
S99_01546,23.726,90.3852,,DTW,200.0,Dhaka,Dhaka,Dhaka,,,3260
S99_01547,23.7606,90.3637,,DTW,200.0,Dhaka,Dhaka,Dhaka,,,3260
S99_01548,23.8017,90.3597,,DTW,200.0,Dhaka,Dhaka,Dhaka,,Mirpur,3260
S99_01549,23.7985,90.4066,,DTW,200.0,Dhaka,Dhaka,Dhaka,,,3260
S99_01550,23.7405,90.4072,,DTW,200.0,Dhaka,Dhaka,Dhaka,,,3260
S99_01551,23.7149,90.4287,,DTW,200.0,Dhaka,Dhaka,Dhaka,,,3260
S99_04001,24.3303,90.6821,1992.0,HTW,12.2,Dhaka,Kishoreganj,Pakundia,Pakundia,Sadar VS centre/DPHE office,3487976820
S99_04002,24.3283,90.6822,1996.0,HTW,57.9,Dhaka,Kishoreganj,Pakundia,Pakundia,Upazilla staff qtr,3487976820
S99_04003,24.3283,90.6821,1985.0,PW,114.3,Dhaka,Kishoreganj,Pakundia,Pakundia,Upazilla HQ,3487976820
S99_04004,24.2495,90.6907,1996.0,HTW,51.8,Dhaka,Kishoreganj,Pakundia,Egarasindur,Palli Bikash Kendra NGO Matkhola,3487938249
S99_04005,24.2836,90.7013,1998.0,TARA,71.9,Dhaka,Kishoreganj,Pakundia,Barudia,"Alamdi Natur Bazar, Alamdi",3487909051
S99_04006,24.315,90.7281,1998.0,TARA,73.2,Dhaka,Kishoreganj,Pakundia,Patnabhanga,Patnabhanga Jun Sec School,3487985830
S99_04007,24.3388,90.6658,1973.0,HTW,51.8,Dhaka,Kishoreganj,Pakundia,Charfaradi,Charfaradi,3487928256
S99_04008,24.3516,90.6764,1985.0,HTW,67.1,Dhaka,Kishoreganj,Pakundia,Jangalia,Tarakandi,3487957274
S99_04009,24.3781,90.7173,1994.0,TARA,57.3,Dhaka,Kishoreganj,Pakundia,Chardipasha,Showljani,3487919235
S99_04010,24.3724,90.7325,1994.0,TARA,109.7,Dhaka,Kishoreganj,Pakundia,Chardipasha,Kodalia,3487919594
S99_04011,24.3373,90.6905,,HTW,15.2,Dhaka,Kishoreganj,Pakundia,Narandi,Srinamdi,3487966933
S99_04012,24.434,90.79,1998.0,HTW,30.5,Dhaka,Kishoreganj,Kishoreganj Sadar,Pourashava,Char Sholakia,3484902221
S99_04013,24.4354,90.7897,1998.0,HTW,79.9,Dhaka,Kishoreganj,Kishoreganj Sadar,Pourashava,Char Sholakia,3484902221
S99_04014,24.4388,90.8164,1998.0,TARA,73.8,Dhaka,Kishoreganj,Kishoreganj Sadar,Baulai,Terahasia,3484917967
S99_04015,24.4376,90.8154,1998.0,HTW,36.6,Dhaka,Kishoreganj,Kishoreganj Sadar,Baulai,Ragekonti (village),3484917840
S99_04016,24.3905,90.8289,1992.0,TARA,67.1,Dhaka,Kishoreganj,Kishoreganj Sadar,Korshakariail,Korshakariail,3484951483
S99_04017,24.4041,90.8043,1993.0,HTW,33.5,Dhaka,Kishoreganj,Kishoreganj Sadar,Jasodal,Jasodal,3484943409
S99_04018,24.4408,90.7674,1995.0,HTW,32.3,Dhaka,Kishoreganj,Kishoreganj Sadar,Pourashava,"Holding 3383, ward 3, Harua",3484903442
S99_04019,24.1005,90.927,1996.0,HTW,78.0,Dhaka,Kishoreganj,Bhairab,Kalikaprashad,Akbarnagar,3481147062
S99_04020,24.1009,90.927,1998.0,HTW,18.3,Dhaka,Kishoreganj,Bhairab,Kalikaprashad,Akbarnagar,3481147062
S99_04021,24.1296,90.9447,1985.0,HTW,51.8,Dhaka,Kishoreganj,Bhairab,Gazaria,Purangaon Manikdi,3481135684
S99_04022,24.0928,90.9595,1998.0,HTW,80.8,Dhaka,Kishoreganj,Bhairab,Shibpur,"Jamalpu Danghati, Jamalpur",3481171373
S99_04023,24.0991,90.9956,1998.0,HTW,68.6,Dhaka,Kishoreganj,Bhairab,Simulkandi,Rajnagar,3481183746
S99_04024,24.1162,90.9774,1985.0,HTW,83.8,Dhaka,Kishoreganj,Bhairab,Sadakpur,Bhabanipur Jame Mosjid,3481159808
S99_04025,24.0632,90.9811,1995.0,PW,121.9,Dhaka,Kishoreganj,Bhairab,Pourashava,Thana Parishad Compound,3481104284
S99_04026,24.062,90.9812,1994.0,HTW,47.2,Dhaka,Kishoreganj,Bhairab,Pourashava,Zila Parishad dak bungalow,3481102102
S99_04027,24.0645,90.9816,1998.0,HTW,45.7,Dhaka,Kishoreganj,Bhairab,Pourashava,Kamalpur,3481103568
S99_04028,24.4209,90.6529,1998.0,TARA,62.5,Dhaka,Kishoreganj,Hossainpur,Araibaria,DPHE office Dhekia,3482713336
S99_04029,24.4446,90.6394,1995.0,TARA,66.4,Dhaka,Kishoreganj,Hossainpur,Sidhla,Pitalganj,3482781812
S99_04030,24.4698,90.6027,1993.0,TARA,71.0,Dhaka,Kishoreganj,Hossainpur,Jinari,Hazipur,3482740518
S99_04031,24.4626,90.7069,1999.0,HTW,21.3,Dhaka,Kishoreganj,Hossainpur,Gobindapur,Saidpur,3482727924
S99_04032,24.4571,90.7031,1997.0,TARA,75.0,Dhaka,Kishoreganj,Hossainpur,Gobindapur,Gangatia,3482727420
S99_04033,24.4439,90.7075,1997.0,TARA,72.8,Dhaka,Kishoreganj,Hossainpur,Pumdi,"Mimkhali Bazar, Ranagaon",3482754882
S99_04034,24.391,90.7164,1985.0,HTW,7.6,Dhaka,Kishoreganj,Hossainpur,Sahedal,Rahimpur,3482767854
S99_04035,24.3909,90.7159,1990.0,TARA,79.9,Dhaka,Kishoreganj,Hossainpur,Sahedal,Rahimpur,3482767854
S99_04036,24.4654,90.7855,1982.0,HTW,32.0,Dhaka,Kishoreganj,Kishoreganj Sadar,Mahinanda,Mahinanda Vadra Para,3484969604
S99_04037,24.4644,90.7858,1994.0,HTW,33.5,Dhaka,Kishoreganj,Kishoreganj Sadar,Mahinanda,Union council office Mahinanda,3484969604
S99_04038,24.464,90.7863,1992.0,TARA,80.8,Dhaka,Kishoreganj,Kishoreganj Sadar,Mahinanda,Vadra Para Mahinanda,3484969604
S99_04039,24.4451,90.7778,1998.0,PW,94.5,Dhaka,Kishoreganj,Kishoreganj Sadar,Pourashava,DPHE compound,3484901829
S99_04040,24.3984,90.7478,1994.0,TARA,76.2,Dhaka,Kishoreganj,Kishoreganj Sadar,Binnati,Binnati,3484908195
S99_04041,24.4727,90.7531,1992.0,TARA,76.2,Dhaka,Kishoreganj,Kishoreganj Sadar,Rashidabad,Bhatgaon,3484994167
S99_04042,24.2158,90.9623,1998.0,TARA,94.5,Dhaka,Kishoreganj,Bajitpur,Pourashava,"Holding 265, Rubberkandi",3480601723
S99_04043,24.2148,90.9625,1995.0,HTW,20.1,Dhaka,Kishoreganj,Bajitpur,Pourashava,"Holding 77/104, Rubberkandi",3480601723
S99_04044,24.2032,90.9668,1990.0,TARA,76.8,Dhaka,Kishoreganj,Bajitpur,Dilalpur,"Tatalchar, Ratanpur",3480634849
S99_04045,24.2161,90.9663,1983.0,HTW,73.2,Dhaka,Kishoreganj,Bajitpur,Baliardi,"Osmanpur, Selimerkandi",3480617939
S99_04046,24.2194,90.9744,1965.0,HTW,79.9,Dhaka,Kishoreganj,Bajitpur,Dighirpar,UP office Dighirpar,3480625279
S99_04047,24.2227,90.9821,1993.0,HTW,21.6,Dhaka,Kishoreganj,Bajitpur,Dighirpar,"Bazar Mosjid, Dighirpar",3480625272
S99_04048,24.2117,90.9391,1992.0,HTW,21.3,Dhaka,Kishoreganj,Bajitpur,Pourashava,West Bajitpur houlding 70/107,3480603814
S99_04049,24.247,90.9107,1992.0,TARA,76.8,Dhaka,Kishoreganj,Bajitpur,Hilachia,"Pubda, Baligaon",3480660082
S99_04050,24.2185,90.8973,1998.0,TARA,73.2,Dhaka,Kishoreganj,Bajitpur,Sararchar,"Daskin Mirapur, Mirapur",3480694626
S99_04051,24.218,90.8909,1990.0,HTW,29.0,Dhaka,Kishoreganj,Bajitpur,Sararchar,"Daskin Mirapur, Mirapur",3480694626
S99_04052,24.2332,90.8876,1987.0,HTW,73.2,Dhaka,Kishoreganj,Bajitpur,Halimpur,Dulirchar Mosjid,3480651268
S99_04053,24.24,90.8473,1987.0,HTW,68.6,Dhaka,Kishoreganj,Bajitpur,Pirijpur,Uttar Pirijpur,3480686804
S99_04054,24.5679,90.9034,1997.0,HTW,75.6,Dhaka,Kishoreganj,Tarail,Jawar,Chhanati,3489254252
S99_04055,24.5698,90.9077,1996.0,HTW,32.0,Dhaka,Kishoreganj,Tarail,Jawar,Chhanati,3489254252
S99_04056,24.5665,90.9014,1968.0,HTW,60.7,Dhaka,Kishoreganj,Tarail,Dhala,Sehandar Nagar,3489227915
S99_04057,24.557,90.8915,1997.0,TARA,102.1,Dhaka,Kishoreganj,Tarail,Tarail,Kalna,3489294517
S99_04058,24.5498,90.8864,1997.0,HTW,56.4,Dhaka,Kishoreganj,Tarail,Tarail,Sachail,3489253835
S99_04059,24.531,90.8378,1984.0,TARA,71.6,Dhaka,Kishoreganj,Tarail,Taljanga,Araiura,3489281026
S99_04060,24.5608,90.8392,1978.0,HTW,69.2,Dhaka,Kishoreganj,Tarail,Rauti,Rauti,3489267822
S99_04063,24.4636,90.8688,1988.0,HTW,7.6,Dhaka,Kishoreganj,Karimganj,Baragharia,Noakandi,3484208690
S99_04064,24.45,90.8667,1997.0,HTW,89.9,Dhaka,Kishoreganj,Karimganj,Baragharia,Noakandi,3484208690
S99_04065,24.4097,90.9102,1984.0,HTW,77.7,Dhaka,Kishoreganj,Karimganj,Gundhar,Kadim Majhihati,3484225397
S99_04066,24.3776,90.8747,,HTW,72.2,Dhaka,Kishoreganj,Karimganj,Joyka,Kandail,3484251444
S99_04067,24.4475,90.8491,1999.0,HTW,80.5,Dhaka,Kishoreganj,Karimganj,Jafarabad,Sadher Jangil,3484243819
S99_04068,24.9565,90.3563,1984.0,HTW,56.7,Dhaka,Mymensingh,Phulpur,Phulpur,Godaria,3618158433
S99_04069,24.9547,90.3504,1997.0,TARA,47.2,Dhaka,Mymensingh,Phulpur,Phulpur,Godaria,3618158433
S99_04070,24.9619,90.2682,1998.0,HTW,45.1,Dhaka,Mymensingh,Phulpur,Sandhara,Harinadi,3618181463
S99_04071,24.9121,90.3557,1997.0,HTW,54.0,Dhaka,Mymensingh,Phulpur,Rahimganj,Partala,3618163798
S99_04072,24.9006,90.4601,1996.0,TARA,51.8,Dhaka,Mymensingh,Phulpur,Galagaon,Bhatia,3618136203
S99_04073,24.9692,90.4767,1989.0,TARA,50.3,Dhaka,Mymensingh,Phulpur,Baola,Baola,3618127115
S99_04074,24.906,90.4906,1978.0,HTW,46.3,Dhaka,Mymensingh,Phulpur,Kamargaon,Raijan,3618145871
S99_04075,24.8518,90.4255,1998.0,TARA,54.3,Dhaka,Mymensingh,Phulpur,Tarakande,Madhupur,3618194648
S99_04076,24.8085,90.512,1994.0,TARA,54.0,Dhaka,Mymensingh,Phulpur,Biska,Kaknikona,3618122521
S99_04077,25.0027,90.3626,1998.0,TARA,67.1,Dhaka,Mymensingh,Haluaghat,Swadeshi,Gazipur,3612494352
S99_04078,25.0378,90.2876,1997.0,HTW,13.7,Dhaka,Mymensingh,Haluaghat,Dhurail,Dhurail,3612440315
S99_04079,25.0378,90.2876,1984.0,HTW,61.0,Dhaka,Mymensingh,Haluaghat,Dhurail,Dhurail,3612440315
S99_04080,25.0681,90.3345,1992.0,TARA,62.2,Dhaka,Mymensingh,Haluaghat,Dhara,Darinagua,3612433278
S99_04081,25.118,90.3393,1999.0,HTW,69.5,Dhaka,Mymensingh,Haluaghat,Haluaghat,Uttar Khairkuri,3612461970
S99_04082,25.1799,90.3399,1997.0,HTW,16.8,Dhaka,Mymensingh,Haluaghat,Haluaghat,Gobrakura,3612461401
S99_04083,25.1757,90.3219,1996.0,HTW,36.6,Dhaka,Mymensingh,Haluaghat,Bhubankura,Majrakura,3612420661
S99_04084,25.1246,90.3866,1994.0,HTW,21.9,Dhaka,Mymensingh,Haluaghat,Gazirbhita,Samaniapara,3612447865
S99_04085,25.1246,90.3866,1999.0,TARA,71.6,Dhaka,Mymensingh,Haluaghat,Gazirbhita,Samaniapara,3612447865
S99_04086,25.0903,90.4476,1998.0,TARA,69.5,Dhaka,Mymensingh,Dhobaura,Baghber,Munsirhat,3611610654
S99_04087,25.0964,90.467,1990.0,HTW,61.0,Dhaka,Mymensingh,Dhobaura,Baghber,Sreepur,3611610053
S99_04088,25.0857,90.4797,1991.0,HTW,53.3,Dhaka,Mymensingh,Dhobaura,Dhobaura,Dhobaura,3611636263
S99_04089,25.0855,90.4798,1998.0,TARA,69.5,Dhaka,Mymensingh,Dhobaura,Dhobaura,Dhobaura,3611636263
S99_04090,25.1389,90.5753,1990.0,HTW,45.7,Dhaka,Mymensingh,Dhobaura,Dakshin Maijpara,Jangaliapara,3611631466
S99_04091,25.1413,90.5726,1989.0,HTW,53.3,Dhaka,Mymensingh,Dhobaura,Ganariala,Kalsindpur,3611642510
S99_04092,25.0903,90.5161,1991.0,TARA,68.6,Dhaka,Mymensingh,Dhobaura,Dhobaura,Dhobaura,3611636263
S99_04093,25.1319,90.4839,1994.0,HTW,60.0,Dhaka,Mymensingh,Dhobaura,Ghosgaon,Baligaon,3611652089
S99_04094,25.1319,90.4839,1991.0,TARA,67.1,Dhaka,Mymensingh,Dhobaura,Goshgaon,Baligaon,3611652089
S99_04095,24.7639,90.2659,1986.0,DTW,51.8,Dhaka,Mymensingh,Muktagachha,Ward-2,Para Tong,3616502852
S99_04096,24.7639,90.2659,1998.0,HTW,12.2,Dhaka,Mymensingh,Muktagachha,Ward-2,Para Tong,3616502852
S99_04097,24.7673,90.2551,1996.0,DTW,147.8,Dhaka,Mymensingh,Muktagachha,Ward-1,Muktagachha,3616501568
S99_04098,24.5763,90.195,1994.0,TARA,53.0,Dhaka,Mymensingh,Fulbaria,Rangamatia,Anuhadi,3612095057
S99_04099,24.6093,90.2394,1997.0,TARA,54.9,Dhaka,Mymensingh,Fulbaria,Bakta,Bakta,3612017090
S99_04100,24.5949,90.2949,1995.0,TARA,54.9,Dhaka,Mymensingh,Fulbaria,Radhakani,Palastali,3612089781
S99_04101,24.6373,90.2713,1998.0,TARA,46.0,Dhaka,Mymensingh,Fulbaria,Fulbaria,Fulbaria,3612047822
S99_04102,24.6796,90.3018,1997.0,TARA,60.0,Dhaka,Mymensingh,Fulbaria,Balian,Balian,3612023098
S99_04103,24.6745,90.3245,1998.0,TARA,57.9,Dhaka,Mymensingh,Fulbaria,Deokhola,Jangalia,3612035468
S99_04104,24.6679,90.2204,1995.0,TARA,51.8,Dhaka,Mymensingh,Fulbaria,Putijana,Daosa,3612083304
S99_04105,24.5548,90.2984,1990.0,TARA,57.0,Dhaka,Mymensingh,Fulbaria,Achimpatuli,Ramnagar,3612011871
S99_04106,24.6886,90.5981,1989.0,HTW,33.5,Dhaka,Mymensingh,Ishwarganj,Ward-5 parashava,Churnikhala,3613140197
S99_04107,24.6688,90.5336,1992.0,TARA,80.2,Dhaka,Mymensingh,Ishwarganj,Tarundia,Sripur Jithar,3613190916
S99_04108,24.6478,90.5239,1997.0,TARA,80.2,Dhaka,Mymensingh,Ishwarganj,Uchakhila,Balihata,3613194038
S99_04109,24.5989,90.5503,1996.0,TARA,81.1,Dhaka,Mymensingh,Ishwarganj,Rajipur,Maijhati,3613167588
S99_04110,24.632,90.7149,1985.0,HTW,10.7,Dhaka,Mymensingh,Ishwarganj,Atharabari,Atharabari,3613109017
S99_04111,24.6345,90.7178,1995.0,TARA,91.4,Dhaka,Mymensingh,Ishwarganj,Atharabari,Atharabari,3613109017
S99_04112,24.5999,90.6045,1992.0,TARA,23.2,Dhaka,Mymensingh,Ishwarganj,Magtola,Chhatiantala Bairati,3613163220
S99_04113,24.6305,90.6119,1993.0,TARA,76.2,Dhaka,Mymensingh,Ishwarganj,Maijbag,Maijbag (Kumuriar Chhar),3613154589
S99_04114,24.6888,90.6539,1997.0,TARA,64.0,Dhaka,Mymensingh,Ishwarganj,Sohagi,Bagaputa,3613185019
S99_04115,24.7349,90.3059,1998.0,TARA,64.6,Dhaka,Mymensingh,Muktagachha,Kheruajani,Saidgram,3616560892
S99_04116,24.7838,90.2426,1997.0,TARA,53.0,Dhaka,Mymensingh,Muktagachha,Mankon,Sripur Maijhati,3616577964
S99_04117,24.7755,90.1817,1997.0,TARA,56.1,Dhaka,Mymensingh,Muktagachha,Dulla,Kuripara,3616534617
S99_04118,24.7221,90.1826,1997.0,TARA,52.4,Dhaka,Mymensingh,Muktagachha,Kashimpur,Ramnath,3616551850
S99_04119,24.6735,90.1445,1994.0,TARA,56.1,Dhaka,Mymensingh,Muktagachha,Deogaon,Kathalia,3616525545
S99_04120,24.7418,90.1674,1990.0,TARA,52.4,Dhaka,Mymensingh,Muktagachha,Ghoga,Hatil,3616543426
S99_04121,24.5689,90.0272,1998.0,TARA,43.3,Dhaka,Tangail,Madhupur,Alokdia,Lauphula,3935709657
S99_04122,24.6066,90.1219,1985.0,TARA,37.5,Dhaka,Tangail,Madhupur,Ausnara,Ausnara,3935728055
S99_04123,24.6608,90.089,1979.0,TARA,44.2,Dhaka,Tangail,Madhupur,Arankhola,Beribaid,3935719162
S99_04124,24.7023,89.8904,1984.0,HTW,20.1,Dhaka,Tangail,Madhupur,Birtara,Kendua,3935738610
S99_04125,24.6784,89.9517,1999.0,HTW,18.3,Dhaka,Tangail,Madhupur,Dhanbari,Kismat Dhanbari,3935747619
S99_04126,24.6362,89.9735,1995.0,HTW,32.3,Dhaka,Tangail,Madhupur,Dhopakhali,Samadkur,3935757892
S99_04127,24.6085,90.0213,1998.0,HTW,36.3,Dhaka,Tangail,Madhupur,Madhupur,Madhupur,3935776678
S99_04128,24.4846,89.9724,1982.0,HTW,36.6,Dhaka,Tangail,Ghatail,Ghatail,Ghatail,3932860364
S99_04129,24.5193,89.974,1991.0,HTW,31.4,Dhaka,Tangail,Ghatail,Deulabari,Nagbari,3932817728
S99_04130,24.4187,89.9971,1994.0,HTW,31.4,Dhaka,Tangail,Ghatail,Digar,Garatta,3932851344
S99_04131,24.5068,90.1657,1994.0,TARA,52.4,Dhaka,Tangail,Ghatail,Rasulpur,Lakshmindar,3932886630
S99_04132,24.5075,90.1649,1982.0,HTW,37.2,Dhaka,Tangail,Ghatail,Rasulpur,Lakshmindar,3932886630
S99_04133,24.4467,90.1186,1997.0,TARA,53.3,Dhaka,Tangail,Ghatail,Dhalapara,Sahar Gobindapur,3932834903
S99_04134,24.4721,90.0617,1997.0,TARA,54.0,Dhaka,Tangail,Ghatail,Deopara,Kumarpara,3932825608
S99_04135,24.4779,90.0629,1994.0,HTW,34.7,Dhaka,Tangail,Ghatail,Sandhanpur,Kusaria,3932894617
S99_04136,24.5143,90.0552,1998.0,TARA,51.8,Dhaka,Tangail,Ghatail,Sandhanpur,Chhankhola,3932894227
S99_04137,24.4928,89.8676,1993.0,HTW,33.5,Dhaka,Tangail,Bhuapur,Phulda,Maijbari,3931940648
S99_04138,24.524,89.8411,1998.0,HTW,32.0,Dhaka,Tangail,Bhuapur,Arjuna,Arjuna,3931913062
S99_04139,24.3977,89.8165,1992.0,HTW,18.3,Dhaka,Tangail,Bhuapur,Nikrail,Char Pathailkandi,3931981328
S99_04140,24.4493,89.8292,1994.0,HTW,25.3,Dhaka,Tangail,Bhuapur,Gobindasi,Gobindasi,3931967444
S99_04141,24.4642,89.8337,1987.0,HTW,22.3,Dhaka,Tangail,Bhuapur,Gabsara,Sarai,3931954906
S99_04142,24.4592,89.8469,1986.0,HTW,22.9,Dhaka,Tangail,Bhuapur,Gobindasi,Bagbari,3931967071
S99_04143,24.4516,89.8941,1985.0,HTW,38.7,Dhaka,Tangail,Ghatail,Lakherpara,Lakherpara,3932877627
S99_04144,24.4166,89.8811,1997.0,HTW,40.5,Dhaka,Tangail,Bhuapur,Birhati,Kadim Nikla,3931927524
S99_04145,24.0989,90.1026,1997.0,TARA,54.9,Dhaka,Tangail,Mirzapur,Mirzapur,Baimhati,3936679115
S99_04146,24.0518,90.0047,1997.0,HTW,29.0,Dhaka,Tangail,Mirzapur,Anaitara,Bilsa,3936615249
S99_04147,24.0518,90.0047,1988.0,HTW,22.9,Dhaka,Tangail,Mirzapur,Anaitara,Bilsa,3936615249
S99_04148,24.0455,90.0293,1995.0,HTW,24.4,Dhaka,Tangail,Mirzapur,Uarsi,Mostafapur,3936694711
S99_04149,24.0455,90.0293,1995.0,HTW,29.6,Dhaka,Tangail,Mirzapur,Uarsi,Mostafapur,3936694711
S99_04150,24.1184,90.1737,1992.0,HTW,25.9,Dhaka,Tangail,Mirzapur,Ajgana,Chiteshwari,3936607293
S99_04151,24.1184,90.1737,1996.0,TARA,48.8,Dhaka,Tangail,Mirzapur,Ajgana,Chiteshwari,3936607293
S99_04152,24.0964,90.1537,1977.0,TARA,58.5,Dhaka,Tangail,Mirzapur,Gorai,Gorai,3936655461
